"Production::Begin Bates","Production::End Bates","Log Number"
"CPD 0031562","CPD 0031563","LOG_1052363"
"CPD 0031564","CPD 0031566","LOG_1052368"
"CPD 0031567","CPD 0031568","LOG_1052368"
"CPD 0031569","CPD 0031571","LOG_1052370"
"CPD 0031572","CPD 0031573","LOG_1052370"
"CPD 0031574","CPD 0031576","LOG_1052371"
"CPD 0031577","CPD 0031577","LOG_1052371"
"CPD 0031578","CPD 0031580","LOG_1052372"
"CPD 0031581","CPD 0031582","LOG_1052372"
"CPD 0031583","CPD 0031585","LOG_1052373"
"CPD 0031586","CPD 0031587","LOG_1052373"
"CPD 0031588","CPD 0031590","LOG_1052374"
"CPD 0031591","CPD 0031592","LOG_1052374"
"CPD 0031593","CPD 0031595","LOG_1052378"
"CPD 0031596","CPD 0031597","LOG_1052378"
"CPD 0031598","CPD 0031600","LOG_1052379"
"CPD 0031601","CPD 0031602","LOG_1052379"
"CPD 0031603","CPD 0031605","LOG_1052380"
"CPD 0031606","CPD 0031606","LOG_1052380"
"CPD 0031607","CPD 0031608","LOG_1052380"
"CPD 0031609","CPD 0031610","LOG_1052380"
"CPD 0031611","CPD 0031615","LOG_1052380"
"CPD 0031616","CPD 0031617","LOG_1052380"
"CPD 0031618","CPD 0031620","LOG_1052381"
"CPD 0031621","CPD 0031622","LOG_1052381"
"CPD 0031623","CPD 0031625","LOG_1052382"
"CPD 0031626","CPD 0031627","LOG_1052382"
"CPD 0031628","CPD 0031630","LOG_1052383"
"CPD 0031631","CPD 0031632","LOG_1052383"
"CPD 0031633","CPD 0031633","LOG_1052383"
"CPD 0031634","CPD 0031635","LOG_1052383"
"CPD 0031636","CPD 0031637","LOG_1052383"
"CPD 0031638","CPD 0031638","LOG_1052383"
"CPD 0031639","CPD 0031639","LOG_1052383"
"CPD 0031640","CPD 0031643","LOG_1052383"
"CPD 0031644","CPD 0031649","LOG_1052385"
"CPD 0031650","CPD 0031651","LOG_1052385"
"CPD 0031652","CPD 0031652","LOG_1052385"
"CPD 0031653","CPD 0031655","LOG_1052385"
"CPD 0031656","CPD 0031657","LOG_1052385"
"CPD 0031658","CPD 0031658","LOG_1052385"
"CPD 0031659","CPD 0031659","LOG_1052385"
"CPD 0031660","CPD 0031663","LOG_1052385"
"CPD 0031664","CPD 0031671","LOG_1052385"
"CPD 0031672","CPD 0031683","LOG_1052385"
"CPD 0031684","CPD 0031684","LOG_1052385"
"CPD 0031685","CPD 0031687","LOG_1052385"
"CPD 0031688","CPD 0031693","LOG_1052385"
"CPD 0031694","CPD 0031696","LOG_1052386"
"CPD 0031697","CPD 0031698","LOG_1052386"
"CPD 0031699","CPD 0031701","LOG_1052387"
"CPD 0031702","CPD 0031703","LOG_1052387"
"CPD 0031704","CPD 0031706","LOG_1052388"
"CPD 0031707","CPD 0031707","LOG_1052388"
"CPD 0031708","CPD 0031710","LOG_1052388"
"CPD 0031711","CPD 0031712","LOG_1052388"
"CPD 0031713","CPD 0031714","LOG_1052388"
"CPD 0031715","CPD 0031716","LOG_1052388"
"CPD 0031717","CPD 0031718","LOG_1052389"
"CPD 0031719","CPD 0031719","LOG_1052389"
"CPD 0031720","CPD 0031722","LOG_1052390"
"CPD 0031723","CPD 0031724","LOG_1052390"
"CPD 0031725","CPD 0031725","LOG_1052390"
"CPD 0031726","CPD 0031730","LOG_1052390"
"CPD 0031731","CPD 0031734","LOG_1052390"
"CPD 0031735","CPD 0031738","LOG_1052390"
"CPD 0031739","CPD 0031742","LOG_1052390"
"CPD 0031743","CPD 0031745","LOG_1052391"
"CPD 0031746","CPD 0031747","LOG_1052391"
"CPD 0031748","CPD 0031750","LOG_1052392"
"CPD 0031751","CPD 0031752","LOG_1052392"
"CPD 0031753","CPD 0031753","LOG_1052392"
"CPD 0031754","CPD 0031754","LOG_1052392"
"CPD 0031755","CPD 0031756","LOG_1052392"
"CPD 0031757","CPD 0031758","LOG_1052392"
"CPD 0031759","CPD 0031759","LOG_1052392"
"CPD 0031760","CPD 0031760","LOG_1052392"
"CPD 0031761","CPD 0031761","LOG_1052392"
"CPD 0031762","CPD 0031762","LOG_1052392"
"CPD 0031763","CPD 0031766","LOG_1052392"
"CPD 0031767","CPD 0031769","LOG_1052393"
"CPD 0031770","CPD 0031770","LOG_1052393"
"CPD 0031771","CPD 0031773","LOG_1052394"
"CPD 0031774","CPD 0031774","LOG_1052394"
"CPD 0031775","CPD 0031776","LOG_1052394"
"CPD 0031777","CPD 0031778","LOG_1052394"
"CPD 0031779","CPD 0031781","LOG_1052394"
"CPD 0031782","CPD 0031782","LOG_1052394"
"CPD 0031783","CPD 0031788","LOG_1052395"
"CPD 0031789","CPD 0031790","LOG_1052395"
"CPD 0031791","CPD 0031791","LOG_1052395"
"CPD 0031792","CPD 0031801","LOG_1052395"
"CPD 0031802","CPD 0031803","LOG_1052395"
"CPD 0031804","CPD 0031808","LOG_1052395"
"CPD 0031809","CPD 0031816","LOG_1052395"
"CPD 0031817","CPD 0031818","LOG_1052395"
"CPD 0031819","CPD 0031821","LOG_1052395"
"CPD 0031822","CPD 0031825","LOG_1052395"
"CPD 0031826","CPD 0031830","LOG_1052395"
"CPD 0031831","CPD 0031831","LOG_1052395"
"CPD 0031832","CPD 0031834","LOG_1052396"
"CPD 0031835","CPD 0031836","LOG_1052396"
"CPD 0031837","CPD 0031838","LOG_1052396"
"CPD 0031839","CPD 0031840","LOG_1052396"
"CPD 0031841","CPD 0031845","LOG_1052396"
"CPD 0031846","CPD 0031847","LOG_1052396"
"CPD 0031848","CPD 0031848","LOG_1052396"
"CPD 0031849","CPD 0031852","LOG_1052396"
"CPD 0031853","CPD 0031853","LOG_1052396"
"CPD 0031854","CPD 0031854","LOG_1052396"
"CPD 0031855","CPD 0031855","LOG_1052396"
"CPD 0031856","CPD 0031856","LOG_1052396"
"CPD 0031857","CPD 0031858","LOG_1052396"
"CPD 0031859","CPD 0031861","LOG_1052397"
"CPD 0031862","CPD 0031863","LOG_1052397"
"CPD 0031864","CPD 0031866","LOG_1052398"
"CPD 0031867","CPD 0031868","LOG_1052398"
"CPD 0031869","CPD 0031870","LOG_1052398"
"CPD 0031871","CPD 0031874","LOG_1052398"
"CPD 0031875","CPD 0031875","LOG_1052398"
"CPD 0031876","CPD 0031876","LOG_1052398"
"CPD 0031877","CPD 0031902","LOG_1052398"
"CPD 0031903","CPD 0031903","LOG_1052398"
"CPD 0031904","CPD 0031906","LOG_1052399"
"CPD 0031907","CPD 0031908","LOG_1052399"
"CPD 0031909","CPD 0031911","LOG_1052404"
"CPD 0031912","CPD 0031913","LOG_1052404"
"CPD 0031914","CPD 0031916","LOG_1052407"
"CPD 0031917","CPD 0031918","LOG_1052407"
"CPD 0031919","CPD 0031921","LOG_1052408"
"CPD 0031922","CPD 0031923","LOG_1052408"
"CPD 0031924","CPD 0031926","LOG_1052410"
"CPD 0031927","CPD 0031928","LOG_1052410"
"CPD 0031929","CPD 0031931","LOG_1052411"
"CPD 0031932","CPD 0031933","LOG_1052411"
"CPD 0031934","CPD 0031936","LOG_1052412"
"CPD 0031937","CPD 0031938","LOG_1052412"
"CPD 0031939","CPD 0031941","LOG_1052414"
"CPD 0031942","CPD 0031943","LOG_1052414"
"CPD 0031944","CPD 0031946","LOG_1052417"
"CPD 0031947","CPD 0031948","LOG_1052417"
"CPD 0031949","CPD 0031951","LOG_1052418"
"CPD 0031952","CPD 0031953","LOG_1052418"
"CPD 0031954","CPD 0031956","LOG_1052419"
"CPD 0031957","CPD 0031958","LOG_1052419"
"CPD 0031959","CPD 0031961","LOG_1052420"
"CPD 0031962","CPD 0031962","LOG_1052420"
"CPD 0031963","CPD 0031965","LOG_1052421"
"CPD 0031966","CPD 0031967","LOG_1052421"
"CPD 0031968","CPD 0031970","LOG_1052423"
"CPD 0031971","CPD 0031972","LOG_1052423"
"CPD 0031973","CPD 0031975","LOG_1052424"
"CPD 0031976","CPD 0031977","LOG_1052424"
"CPD 0031978","CPD 0031979","LOG_1052426"
"CPD 0031980","CPD 0031981","LOG_1052426"
"CPD 0031982","CPD 0031984","LOG_1052427"
"CPD 0031985","CPD 0031986","LOG_1052427"
"CPD 0031987","CPD 0031989","LOG_1052431"
"CPD 0031990","CPD 0031991","LOG_1052431"
"CPD 0031992","CPD 0031994","LOG_1052435"
"CPD 0031995","CPD 0031996","LOG_1052435"
"CPD 0031997","CPD 0031999","LOG_1052439"
"CPD 0032000","CPD 0032000","LOG_1052439"
"CPD 0032001","CPD 0032002","LOG_1052440"
"CPD 0032003","CPD 0032003","LOG_1052440"
"CPD 0032004","CPD 0032006","LOG_1052443"
"CPD 0032007","CPD 0032008","LOG_1052443"
"CPD 0032009","CPD 0032011","LOG_1052445"
"CPD 0032012","CPD 0032012","LOG_1052445"
"CPD 0032013","CPD 0032015","LOG_1052449"
"CPD 0032016","CPD 0032017","LOG_1052449"
"CPD 0032018","CPD 0032020","LOG_1052450"
"CPD 0032021","CPD 0032022","LOG_1052450"
"CPD 0032023","CPD 0032025","LOG_1052458"
"CPD 0032026","CPD 0032027","LOG_1052458"
"CPD 0032028","CPD 0032030","LOG_1052459"
"CPD 0032031","CPD 0032032","LOG_1052459"
"CPD 0032033","CPD 0032035","LOG_1052462"
"CPD 0032036","CPD 0032037","LOG_1052462"
"CPD 0032038","CPD 0032040","LOG_1052466"
"CPD 0032041","CPD 0032042","LOG_1052466"
"CPD 0032043","CPD 0032045","LOG_1052468"
"CPD 0032046","CPD 0032047","LOG_1052468"
"CPD 0032048","CPD 0032050","LOG_1052469"
"CPD 0032051","CPD 0032052","LOG_1052469"
"CPD 0032053","CPD 0032054","LOG_1052470"
"CPD 0032055","CPD 0032055","LOG_1052470"
"CPD 0032056","CPD 0032058","LOG_1052480"
"CPD 0032059","CPD 0032060","LOG_1052480"
"CPD 0032061","CPD 0032062","LOG_1052481"
"CPD 0032063","CPD 0032063","LOG_1052481"
"CPD 0032064","CPD 0032066","LOG_1052482"
"CPD 0032067","CPD 0032068","LOG_1052482"
"CPD 0032069","CPD 0032071","LOG_1052491"
"CPD 0032072","CPD 0032073","LOG_1052491"
"CPD 0032074","CPD 0032076","LOG_1052492"
"CPD 0032077","CPD 0032078","LOG_1052492"
"CPD 0032079","CPD 0032081","LOG_1052495"
"CPD 0032082","CPD 0032083","LOG_1052495"
"CPD 0032084","CPD 0032086","LOG_1052498"
"CPD 0032087","CPD 0032088","LOG_1052498"
"CPD 0032089","CPD 0032091","LOG_1052499"
"CPD 0032092","CPD 0032093","LOG_1052499"
"CPD 0032094","CPD 0032095","LOG_1052500"
"CPD 0032096","CPD 0032096","LOG_1052500"
"CPD 0032097","CPD 0032099","LOG_1052506"
"CPD 0032100","CPD 0032101","LOG_1052506"
"CPD 0032102","CPD 0032104","LOG_1052508"
"CPD 0032105","CPD 0032106","LOG_1052508"
"CPD 0032107","CPD 0032109","LOG_1052511"
"CPD 0032110","CPD 0032111","LOG_1052511"
"CPD 0032112","CPD 0032114","LOG_1052518"
"CPD 0032115","CPD 0032116","LOG_1052518"
"CPD 0032117","CPD 0032119","LOG_1052521"
"CPD 0032120","CPD 0032121","LOG_1052521"
"CPD 0032122","CPD 0032124","LOG_1052522"
"CPD 0032125","CPD 0032125","LOG_1052522"
"CPD 0032126","CPD 0032128","LOG_1052525"
"CPD 0032129","CPD 0032130","LOG_1052525"
"CPD 0032131","CPD 0032133","LOG_1052528"
"CPD 0032134","CPD 0032135","LOG_1052528"
"CPD 0032136","CPD 0032138","LOG_1052533"
"CPD 0032139","CPD 0032140","LOG_1052533"
"CPD 0032141","CPD 0032143","LOG_1052535"
"CPD 0032144","CPD 0032145","LOG_1052535"
"CPD 0032146","CPD 0032148","LOG_1052537"
"CPD 0032149","CPD 0032150","LOG_1052537"
"CPD 0032151","CPD 0032153","LOG_1052538"
"CPD 0032154","CPD 0032155","LOG_1052538"
"CPD 0032156","CPD 0032158","LOG_1052542"
"CPD 0032159","CPD 0032160","LOG_1052542"
"CPD 0032161","CPD 0032162","LOG_1052544"
"CPD 0032163","CPD 0032163","LOG_1052544"
"CPD 0032164","CPD 0032166","LOG_1052547"
"CPD 0032167","CPD 0032168","LOG_1052547"
"CPD 0032169","CPD 0032171","LOG_1052548"
"CPD 0032172","CPD 0032173","LOG_1052548"
"CPD 0032174","CPD 0032176","LOG_1052550"
"CPD 0032177","CPD 0032178","LOG_1052550"
"CPD 0032179","CPD 0032181","LOG_1052564"
"CPD 0032182","CPD 0032183","LOG_1052564"
"CPD 0032184","CPD 0032186","LOG_1052565"
"CPD 0032187","CPD 0032188","LOG_1052565"
"CPD 0032189","CPD 0032191","LOG_1052568"
"CPD 0032192","CPD 0032193","LOG_1052568"
"CPD 0032194","CPD 0032196","LOG_1052570"
"CPD 0032197","CPD 0032197","LOG_1052570"
"CPD 0032198","CPD 0032200","LOG_1052572"
"CPD 0032201","CPD 0032202","LOG_1052572"
"CPD 0032203","CPD 0032205","LOG_1052574"
"CPD 0032206","CPD 0032207","LOG_1052574"
"CPD 0032208","CPD 0032210","LOG_1052576"
"CPD 0032211","CPD 0032212","LOG_1052576"
"CPD 0032213","CPD 0032215","LOG_1052579"
"CPD 0032216","CPD 0032216","LOG_1052579"
"CPD 0032217","CPD 0032219","LOG_1052581"
"CPD 0032220","CPD 0032221","LOG_1052581"
"CPD 0032222","CPD 0032224","LOG_1052588"
"CPD 0032225","CPD 0032226","LOG_1052588"
"CPD 0032227","CPD 0032229","LOG_1052589"
"CPD 0032230","CPD 0032231","LOG_1052589"
"CPD 0032232","CPD 0032234","LOG_1052590"
"CPD 0032235","CPD 0032236","LOG_1052590"
"CPD 0032237","CPD 0032239","LOG_1052594"
"CPD 0032240","CPD 0032241","LOG_1052594"
"CPD 0032242","CPD 0032244","LOG_1052598"
"CPD 0032245","CPD 0032246","LOG_1052598"
"CPD 0032247","CPD 0032249","LOG_1052599"
"CPD 0032250","CPD 0032251","LOG_1052599"
"CPD 0032252","CPD 0032254","LOG_1052600"
"CPD 0032255","CPD 0032256","LOG_1052600"
"CPD 0032257","CPD 0032259","LOG_1052600"
"CPD 0032260","CPD 0032262","LOG_1052603"
"CPD 0032263","CPD 0032264","LOG_1052603"
"CPD 0032265","CPD 0032266","LOG_1052612"
"CPD 0032267","CPD 0032267","LOG_1052612"
"CPD 0032268","CPD 0032270","LOG_1052621"
"CPD 0032271","CPD 0032272","LOG_1052621"
"CPD 0032273","CPD 0032275","LOG_1052622"
"CPD 0032276","CPD 0032277","LOG_1052622"
"CPD 0032278","CPD 0032279","LOG_1052623"
"CPD 0032280","CPD 0032280","LOG_1052623"
"CPD 0032281","CPD 0032282","LOG_1052625"
"CPD 0032283","CPD 0032283","LOG_1052625"
"CPD 0032284","CPD 0032286","LOG_1052627"
"CPD 0032287","CPD 0032288","LOG_1052627"
"CPD 0032289","CPD 0032290","LOG_1052629"
"CPD 0032291","CPD 0032291","LOG_1052629"
"CPD 0032292","CPD 0032294","LOG_1052631"
"CPD 0032295","CPD 0032296","LOG_1052631"
"CPD 0032297","CPD 0032298","LOG_1052637"
"CPD 0032299","CPD 0032299","LOG_1052637"
"CPD 0032300","CPD 0032302","LOG_1052644"
"CPD 0032303","CPD 0032304","LOG_1052644"
"CPD 0032305","CPD 0032307","LOG_1052654"
"CPD 0032308","CPD 0032309","LOG_1052654"
"CPD 0032310","CPD 0032312","LOG_1052656"
"CPD 0032313","CPD 0032313","LOG_1052656"
"CPD 0032314","CPD 0032316","LOG_1052657"
"CPD 0032317","CPD 0032317","LOG_1052657"
"CPD 0032318","CPD 0032320","LOG_1052661"
"CPD 0032321","CPD 0032322","LOG_1052661"
"CPD 0032323","CPD 0032325","LOG_1052665"
"CPD 0032326","CPD 0032327","LOG_1052665"
"CPD 0032328","CPD 0032330","LOG_1052667"
"CPD 0032331","CPD 0032332","LOG_1052667"
"CPD 0032333","CPD 0032335","LOG_1052669"
"CPD 0032336","CPD 0032337","LOG_1052669"
"CPD 0032338","CPD 0032340","LOG_1052673"
"CPD 0032341","CPD 0032342","LOG_1052673"
"CPD 0032343","CPD 0032345","LOG_1052687"
"CPD 0032346","CPD 0032347","LOG_1052687"
"CPD 0032348","CPD 0032350","LOG_1052688"
"CPD 0032351","CPD 0032352","LOG_1052688"
"CPD 0032353","CPD 0032355","LOG_1052690"
"CPD 0032356","CPD 0032357","LOG_1052690"
"CPD 0032358","CPD 0032360","LOG_1052693"
"CPD 0032361","CPD 0032362","LOG_1052693"
"CPD 0032363","CPD 0032365","LOG_1052699"
"CPD 0032366","CPD 0032367","LOG_1052699"
"CPD 0032368","CPD 0032370","LOG_1052700"
"CPD 0032371","CPD 0032372","LOG_1052700"
"CPD 0032373","CPD 0032375","LOG_1052701"
"CPD 0032376","CPD 0032376","LOG_1052701"
"CPD 0032377","CPD 0032378","LOG_1052712"
"CPD 0032379","CPD 0032379","LOG_1052712"
"CPD 0032380","CPD 0032382","LOG_1052720"
"CPD 0032383","CPD 0032384","LOG_1052720"
"CPD 0032385","CPD 0032387","LOG_1052722"
"CPD 0032388","CPD 0032389","LOG_1052722"
"CPD 0032390","CPD 0032392","LOG_1052724"
"CPD 0032393","CPD 0032393","LOG_1052724"
"CPD 0032394","CPD 0032396","LOG_1052726"
"CPD 0032397","CPD 0032398","LOG_1052726"
"CPD 0032399","CPD 0032400","LOG_1052728"
"CPD 0032401","CPD 0032401","LOG_1052728"
"CPD 0032402","CPD 0032404","LOG_1052731"
"CPD 0032405","CPD 0032406","LOG_1052731"
"CPD 0032407","CPD 0032409","LOG_1052740"
"CPD 0032410","CPD 0032411","LOG_1052740"
"CPD 0032412","CPD 0032414","LOG_1052744"
"CPD 0032415","CPD 0032415","LOG_1052744"
"CPD 0032416","CPD 0032418","LOG_1052745"
"CPD 0032419","CPD 0032420","LOG_1052745"
"CPD 0032421","CPD 0032423","LOG_1052755"
"CPD 0032424","CPD 0032425","LOG_1052755"
"CPD 0032426","CPD 0032428","LOG_1052760"
"CPD 0032429","CPD 0032430","LOG_1052760"
"CPD 0032431","CPD 0032433","LOG_1052764"
"CPD 0032434","CPD 0032435","LOG_1052764"
"CPD 0032436","CPD 0032438","LOG_1052765"
"CPD 0032439","CPD 0032440","LOG_1052765"
"CPD 0032441","CPD 0032443","LOG_1052766"
"CPD 0032444","CPD 0032445","LOG_1052766"
"CPD 0032446","CPD 0032448","LOG_1052767"
"CPD 0032449","CPD 0032450","LOG_1052767"
"CPD 0032451","CPD 0032453","LOG_1052768"
"CPD 0032454","CPD 0032455","LOG_1052768"
"CPD 0032456","CPD 0032458","LOG_1052770"
"CPD 0032459","CPD 0032460","LOG_1052770"
"CPD 0032461","CPD 0032462","LOG_1052777"
"CPD 0032463","CPD 0032463","LOG_1052777"
"CPD 0032464","CPD 0032466","LOG_1052780"
"CPD 0032467","CPD 0032468","LOG_1052780"
"CPD 0032469","CPD 0032471","LOG_1052783"
"CPD 0032472","CPD 0032473","LOG_1052783"
"CPD 0032474","CPD 0032476","LOG_1052785"
"CPD 0032477","CPD 0032478","LOG_1052785"
"CPD 0032479","CPD 0032481","LOG_1052786"
"CPD 0032482","CPD 0032482","LOG_1052786"
"CPD 0032483","CPD 0032485","LOG_1052795"
"CPD 0032486","CPD 0032487","LOG_1052795"
"CPD 0032488","CPD 0032490","LOG_1052800"
"CPD 0032491","CPD 0032492","LOG_1052800"
"CPD 0032493","CPD 0032495","LOG_1052802"
"CPD 0032496","CPD 0032497","LOG_1052802"
"CPD 0032498","CPD 0032500","LOG_1052804"
"CPD 0032501","CPD 0032502","LOG_1052804"
"CPD 0032503","CPD 0032505","LOG_1052806"
"CPD 0032506","CPD 0032507","LOG_1052806"
"CPD 0032508","CPD 0032510","LOG_1052810"
"CPD 0032511","CPD 0032512","LOG_1052810"
"CPD 0032513","CPD 0032515","LOG_1052811"
"CPD 0032516","CPD 0032517","LOG_1052811"
"CPD 0032518","CPD 0032520","LOG_1052821"
"CPD 0032521","CPD 0032522","LOG_1052821"
"CPD 0032523","CPD 0032525","LOG_1052822"
"CPD 0032526","CPD 0032526","LOG_1052822"
"CPD 0032527","CPD 0032529","LOG_1052824"
"CPD 0032530","CPD 0032531","LOG_1052824"
"CPD 0032532","CPD 0032534","LOG_1052839"
"CPD 0032535","CPD 0032536","LOG_1052839"
"CPD 0032537","CPD 0032538","LOG_1052840"
"CPD 0032539","CPD 0032539","LOG_1052840"
"CPD 0032540","CPD 0032542","LOG_1052849"
"CPD 0032543","CPD 0032544","LOG_1052849"
"CPD 0032545","CPD 0032547","LOG_1052851"
"CPD 0032548","CPD 0032549","LOG_1052851"
"CPD 0032550","CPD 0032552","LOG_1052854"
"CPD 0032553","CPD 0032554","LOG_1052854"
"CPD 0032555","CPD 0032555","LOG_1052858"
"CPD 0032556","CPD 0032558","LOG_1052860"
"CPD 0032559","CPD 0032560","LOG_1052860"
"CPD 0032561","CPD 0032563","LOG_1052866"
"CPD 0032564","CPD 0032565","LOG_1052866"
"CPD 0032566","CPD 0032568","LOG_1052868"
"CPD 0032569","CPD 0032570","LOG_1052868"
"CPD 0032571","CPD 0032575","LOG_1052868"
"CPD 0032576","CPD 0032578","LOG_1052869"
"CPD 0032579","CPD 0032580","LOG_1052869"
"CPD 0032581","CPD 0032583","LOG_1052870"
"CPD 0032584","CPD 0032585","LOG_1052870"
"CPD 0032586","CPD 0032587","LOG_1052870"
"CPD 0032588","CPD 0032590","LOG_1052871"
"CPD 0032591","CPD 0032592","LOG_1052871"
"CPD 0032593","CPD 0032595","LOG_1052872"
"CPD 0032596","CPD 0032597","LOG_1052872"
"CPD 0032598","CPD 0032607","LOG_1052872"
"CPD 0032608","CPD 0032610","LOG_1052878"
"CPD 0032611","CPD 0032612","LOG_1052878"
"CPD 0032613","CPD 0032615","LOG_1052885"
"CPD 0032616","CPD 0032616","LOG_1052885"
"CPD 0032617","CPD 0032619","LOG_1052886"
"CPD 0032620","CPD 0032621","LOG_1052886"
"CPD 0032622","CPD 0032624","LOG_1052887"
"CPD 0032625","CPD 0032626","LOG_1052887"
"CPD 0032627","CPD 0032629","LOG_1052888"
"CPD 0032630","CPD 0032631","LOG_1052888"
"CPD 0032632","CPD 0032634","LOG_1052890"
"CPD 0032635","CPD 0032636","LOG_1052890"
"CPD 0032637","CPD 0032638","LOG_1052899"
"CPD 0032639","CPD 0032639","LOG_1052899"
"CPD 0032640","CPD 0032642","LOG_1052900"
"CPD 0032643","CPD 0032644","LOG_1052900"
"CPD 0032645","CPD 0032647","LOG_1052902"
"CPD 0032648","CPD 0032649","LOG_1052902"
"CPD 0032650","CPD 0032652","LOG_1052906"
"CPD 0032653","CPD 0032653","LOG_1052906"
"CPD 0032654","CPD 0032656","LOG_1052908"
"CPD 0032657","CPD 0032658","LOG_1052908"
"CPD 0032659","CPD 0032661","LOG_1052909"
"CPD 0032662","CPD 0032662","LOG_1052909"
"CPD 0032663","CPD 0032665","LOG_1052913"
"CPD 0032666","CPD 0032667","LOG_1052913"
"CPD 0032668","CPD 0032670","LOG_1052918"
"CPD 0032671","CPD 0032672","LOG_1052918"
"CPD 0032673","CPD 0032675","LOG_1052923"
"CPD 0032676","CPD 0032677","LOG_1052923"
"CPD 0032678","CPD 0032680","LOG_1052928"
"CPD 0032681","CPD 0032682","LOG_1052928"
"CPD 0032683","CPD 0032685","LOG_1052930"
"CPD 0032686","CPD 0032687","LOG_1052930"
"CPD 0032688","CPD 0032690","LOG_1052942"
"CPD 0032691","CPD 0032692","LOG_1052942"
"CPD 0032693","CPD 0032695","LOG_1052959"
"CPD 0032696","CPD 0032697","LOG_1052959"
"CPD 0032698","CPD 0032699","LOG_1052959"
"CPD 0032700","CPD 0032702","LOG_1052960"
"CPD 0032703","CPD 0032704","LOG_1052960"
"CPD 0032705","CPD 0032709","LOG_1052960"
"CPD 0032710","CPD 0032712","LOG_1052961"
"CPD 0032713","CPD 0032714","LOG_1052961"
"CPD 0032715","CPD 0032717","LOG_1052962"
"CPD 0032718","CPD 0032719","LOG_1052962"
"CPD 0032720","CPD 0032724","LOG_1052962"
"CPD 0032725","CPD 0032727","LOG_1052965"
"CPD 0032728","CPD 0032729","LOG_1052965"
"CPD 0032730","CPD 0032732","LOG_1052976"
"CPD 0032733","CPD 0032734","LOG_1052976"
"CPD 0032735","CPD 0032737","LOG_1052978"
"CPD 0032738","CPD 0032738","LOG_1052978"
"CPD 0032739","CPD 0032741","LOG_1052979"
"CPD 0032742","CPD 0032743","LOG_1052979"
"CPD 0032744","CPD 0032746","LOG_1052983"
"CPD 0032747","CPD 0032748","LOG_1052983"
"CPD 0032749","CPD 0032751","LOG_1052985"
"CPD 0032752","CPD 0032753","LOG_1052985"
"CPD 0032754","CPD 0032756","LOG_1052986"
"CPD 0032757","CPD 0032758","LOG_1052986"
"CPD 0032759","CPD 0032761","LOG_1052986"
"CPD 0032762","CPD 0032764","LOG_1052987"
"CPD 0032765","CPD 0032765","LOG_1052987"
"CPD 0032766","CPD 0032768","LOG_1052988"
"CPD 0032769","CPD 0032770","LOG_1052988"
"CPD 0032771","CPD 0032771","LOG_1052988"
"CPD 0032772","CPD 0032772","LOG_1052988"
"CPD 0032773","CPD 0032775","LOG_1052989"
"CPD 0032776","CPD 0032777","LOG_1052989"
"CPD 0032778","CPD 0032780","LOG_1052990"
"CPD 0032781","CPD 0032782","LOG_1052990"
"CPD 0032783","CPD 0032786","LOG_1052991"
"CPD 0032787","CPD 0032788","LOG_1052991"
"CPD 0032789","CPD 0032791","LOG_1052991"
"CPD 0032792","CPD 0032793","LOG_1052991"
"CPD 0032794","CPD 0032795","LOG_1052991"
"CPD 0032796","CPD 0032797","LOG_1052991"
"CPD 0032798","CPD 0032799","LOG_1052991"
"CPD 0032800","CPD 0032807","LOG_1052991"
"CPD 0032808","CPD 0032809","LOG_1052991"
"CPD 0032810","CPD 0032812","LOG_1052991"
"CPD 0032813","CPD 0032814","LOG_1052991"
"CPD 0032815","CPD 0032816","LOG_1052991"
"CPD 0032817","CPD 0032818","LOG_1052991"
"CPD 0032819","CPD 0032820","LOG_1052991"
"CPD 0032821","CPD 0032827","LOG_1052991"
"CPD 0032828","CPD 0032853","LOG_1052991"
"CPD 0032854","CPD 0032854","LOG_1052991"
"CPD 0032855","CPD 0032855","LOG_1052991"
"CPD 0032856","CPD 0032856","LOG_1052991"
"CPD 0032857","CPD 0032867","LOG_1052991"
